key,level,type,category,fullname,publisher,url
tocs,A,Journal,1,ACM Transactions on Computer Systems,ACM,http://dblp.uni-trier.de/db/journals/tocs/
tos,A,Journal,1,ACM Transactions on Storage,ACM,http://dblp.uni-trier.de/db/journals/tos/
tcad,A,Journal,1,IEEE Transactions on Computer-Aided Design of Integrated Circuits And System,IEEE,http://dblp.uni-trier.de/db/journals/tcad/
tc,A,Journal,1,IEEE Transactions on Computers,IEEE,http://dblp.uni-trier.de/db/journals/tc/index.html
tpds,A,Journal,1,IEEE Transactions on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/journals/tpds/
taco,A,Journal,1,ACM Transactions on Architecture and Code Optimization,ACM,http://dblp.uni-trier.de/db/journals/taco/
taas,B,Journal,1,ACM Transactions on Autonomous and Adaptive Systems,ACM,http://dblp.uni-trier.de/db/journals/taas/
todaes,B,Journal,1,ACM Transactions on Design Automation of Electronic Systems,ACM,http://dblp.uni-trier.de/db/journals/todaes/
tecs,B,Journal,1,ACM Transactions on Embedded Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/tecs/
trets,B,Journal,1,ACM Transactions on Reconfigurable Technology and Systems,ACM,http://dblp.uni-trier.de/db/journals/trets/
tvlsi,B,Journal,1,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,IEEE,http://dblp.uni-trier.de/db/journals/tvlsi/
jpdc,B,Journal,1,Journal of Parallel and Distributed Computing,Elsevier,http://dblp.uni-trier.de/db/journals/jpdc/
jsa,B,Journal,1,Journal of Systems Architecture: Embedded Software Design,Elsevier,http://dblp.uni-trier.de/db/journals/jsa/
parco,B,Journal,1,Parallel Computing,Elsevier,http://dblp.uni-trier.de/db/conf/parco/
pe,B,Journal,1,Performance Evaluation: An International Journal,Elsevier,http://www.journals.elsevier.com/performance-evaluation/
jetc,C,Journal,1,ACM Journal on Emerging Technologies in Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/jetc/
ccpe,C,Journal,1,Concurrency and Computation: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/concurrency/
dc,C,Journal,1,Distributed Computing,Springer,http://dblp.uni-trier.de/db/journals/dc/
fgcs,C,Journal,1,Future Generation Computer Systems,Elsevier,http://dblp.uni-trier.de/db/journals/fgcs/
tcc,C,Journal,1,IEEE Transactions on Cloud Computing,IEEE,https://dblp.uni-trier.de/db/journals/tcc/
integration,C,Journal,1,"Integration, the VLSI Journal",Elsevier,http://dblp.uni-trier.de/db/journals/integration/
jetta,C,Journal,1,Journal of Electronic Testing-Theory and Applications,Springer,http://link.springer.com/journal/10836
jgc,C,Journal,1,Journal of Grid computing,Springer,https://dblp.uni-trier.de/db/journals/grid/
rts,C,Journal,1,Real-Time Systems,Springer,http://dblp.uni-trier.de/db/journals/rts/
tjsc,C,Journal,1,The Journal of Supercomputing,Springer,http://dblp.uni-trier.de/db/journals/tjs/
tcasi,C,Journal,1,IEEE Transactions on Circuits and Systems I: Regular Papers,IEEE,https://dblp.org/db/journals/tcasI/index.html
ccfthpc,C,Journal,1,CCF Transactions on High Performance Computing,CCF,https://dblp.org/db/journals/ccfthpc/index.html
tsusc,C,Journal,1,IEEE Transactions on Sustainable Computing,IEEE,https://dblp.org/db/journals/tsusc/index.html
ppopp,A,Conference,1,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,ACM,http://dblp.uni-trier.de/db/conf/ppopp/
fast,A,Conference,1,Conference on File and Storage Technologies,USENIX,http://dblp.uni-trier.de/db/conf/fast/
dac,A,Conference,1,Design Automation Conference,ACM,https://dblp.uni-trier.de/db/conf/dac/
hpca,A,Conference,1,High Performance Computer Architecture,IEEE,http://dblp.uni-trier.de/db/conf/hpca/
micro,A,Conference,1,IEEE/ACM International Symposium on Microarchitecture,IEEE/ACM,https://dblp.uni-trier.de/db/conf/micro/
sc,A,Conference,1,"International Conference for High Performance Computing, Networking, Storage, and Analysis",IEEE,http://dblp.uni-trier.de/db/conf/sc/
asplos,A,Conference,1,International Conference on Architectural Support for Programming Languages and Operating Systems,ACM,http://dblp.uni-trier.de/db/conf/asplos/
isca,A,Conference,1,International Symposium on Computer Architecture,ACM /IEEE,http://dblp.uni-trier.de/db/conf/isca/
usenixatc,A,Conference,1,USENIX Annul Technical Conference,USENIX,http://dblp.uni-trier.de/db/conf/usenix/index.html
eurosys,A,Conference,1,European Conference on Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/eurosys/
socc,B,Conference,1,ACM Symposium on Cloud Computing,ACM,http://dblp.uni-trier.de/db/conf/cloud/
spaa,B,Conference,1,ACM Symposium on Parallelism in Algorithms and Architectures,ACM,http://dblp.uni-trier.de/db/conf/spaa/
podc,B,Conference,1,ACM Symposium on Principles of Distributed Computing,ACM,http://dblp.uni-trier.de/db/conf/podc/
fpga,B,Conference,1,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,ACM,http://dblp.uni-trier.de/db/conf/fpga/
cgo,B,Conference,1,Code Generation and Optimization,IEEE/ACM,http://dblp.uni-trier.de/db/conf/cgo/
date,B,Conference,1,"Design, Automation & Test in Europe",IEEE/ACM,http://dblp.uni-trier.de/db/conf/date/
hotchips,B,Conference,1,Hot Chips: A Symposium on High Performance Chips,IEEE,http://www.hotchips.org/
cluster,B,Conference,1,IEEE International Conference on Cluster Computing,IEEE,https://dblp.uni-trier.de/db/conf/cluster/
iccd,B,Conference,1,International Conference on Computer Design,IEEE,http://dblp.uni-trier.de/db/conf/iccd/
iccad,B,Conference,1,International Conference on Computer-Aided Design,IEEE/ACM,http://dblp.uni-trier.de/db/conf/iccad/
icdcs,B,Conference,1,International Conference on Distributed Computing Systems,IEEE,http://dblp.uni-trier.de/db/conf/icdcs/
codes,B,Conference,1,International Conference on Hardware/Software Co-design and System Synthesis,ACM/ IEEE,http://dblp.uni-trier.de/db/conf/codes/index.html
hipeac,B,Conference,1,International Conference on High Performance and Embedded Architectures and Compilers,ACM,http://dblp.uni-trier.de/db/conf/hipeac/
sigmetrics,B,Conference,1,International Conference on Measurement and Modeling of Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/sigmetrics/
pact,B,Conference,1,International Conference on Parallel Architectures  Compilation Techniques,IEEE/ACM,http://dblp.uni-trier.de/db/conf/IEEEpact/
icpp,B,Conference,1,International Conference on Parallel Processing,,http://dblp.uni-trier.de/db/conf/icpp/
ics,B,Conference,1,International Conference on Supercomputing,ACM,http://dblp.uni-trier.de/db/conf/ics/
vee,B,Conference,1,International Conference on Virtual Execution Environments,ACM,http://dblp.uni-trier.de/db/conf/vee/
ipdps,B,Conference,1,International Parallel & Distributed Processing Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ipps/
performance,B,Conference,1,"International Symposium on Computer Performance Modeling, Measurements and Evaluation",ACM,http://dblp.uni-trier.de/db/conf/performance/
hpdc,B,Conference,1,International Symposium on High Performance Distributed Computing,IEEE,http://dblp.uni-trier.de/db/conf/hpdc/
itc,B,Conference,1,International Test Conference,IEEE,http://dblp.uni-trier.de/db/conf/itc/
lisa,B,Conference,1,Large Installation System Administration Conference,USENIX,http://dblp.uni-trier.de/db/conf/lisa/
mss,B,Conference,1,Mass Storage Systems and Technologies,IEEE,http://dblp.uni-trier.de/db/conf/mss/
rtas,B,Conference,1,Real-Time and Embedded Technology and Applications Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtas/
europar,B,Conference,1,European Conference on Parallel and Distributed Computing,Springer,http://dblp.uni-trier.de/db/conf/europar/
cf,C,Conference,1,ACM International Conference on Computing Frontiers,ACM,http://dblp.uni-trier.de/db/conf/cf
systor,C,Conference,1,ACM International Systems and Storage Conference,ACM,http://dblp.uni-trier.de/db/conf/systor/index.html
nocs,C,Conference,1,ACM/IEEE International Symposium on Networks-on-Chip,ACM/IEEE,http://dblp.uni-trier.de/db/conf/nocs
asap,C,Conference,1,"Application-Specific Systems, Architectures, and Processors",IEEE,http://dblp.uni-trier.de/db/conf/asap
aspdac,C,Conference,1,Asia and South Pacific Design Automation Conference,ACM/IEEE,http://dblp.uni-trier.de/db/conf/aspdac
ets,C,Conference,1,European Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ets/
fpl,C,Conference,1,Field Programmable Logic and Applications,IEEE,http://dblp.uni-trier.de/db/conf/fpl/
fccm,C,Conference,1,Field-Programmable Custom Computing Machines,IEEE,http://dblp.uni-trier.de/db/conf/fccm/
glvlsi,C,Conference,1,Great Lakes Symposium on VLSI,ACM/IEEE,http://dblp.uni-trier.de/db/conf/glvlsi/
ats,C,Conference,1,IEEE Asian Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ats/
hpcc,C,Conference,1,IEEE International Conference on High Performance Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/hpcc/
hipc,C,Conference,1,"IEEE International Conference on High Performance Computing, Data and Analytics",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/hipc/index.html
mascots,C,Conference,1,"IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",IEEE,http://dblp.uni-trier.de/db/conf/mascots/
ispa,C,Conference,1,IEEE International Symposium on Parallel and Distributed Processing with Applications,IEEE,http://dblp.uni-trier.de/db/conf/ispa/
ccgrid,C,Conference,1,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",ACM/IEEE,http://dblp.uni-trier.de/db/conf/ccgrid/
npc,C,Conference,1,IFIP International Conference on Network and Parallel Computing,Springer,http://dblp.uni-trier.de/db/conf/npc/
ica3pp,C,Conference,1,International Conference on Algorithms and Architectures for Parallel Processing,IEEE,http://dblp.uni-trier.de/db/conf/ica3pp/
cases,C,Conference,1,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",ACM,http://dblp.uni-trier.de/db/conf/cases/index.html
fpt,C,Conference,1,International Conference on Field-Programmable Technology,IEEE,http://dblp.uni-trier.de/db/conf/fpt/
icpads,C,Conference,1,International Conference on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/conf/icpads/
iscas,C,Conference,1,International Symposium on Circuits and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iscas/
islped,C,Conference,1,International Symposium on Low Power Electronics and Design,ACM/IEEE,http://dblp.uni-trier.de/db/conf/islped/
ispd,C,Conference,1,International Symposium on Physical Design,ACM,http://dblp.uni-trier.de/db/conf/ispd/
hoti,C,Conference,1,Symposium on High-Performance Interconnects,IEEE,http://dblp.uni-trier.de/db/conf/hoti/
vts,C,Conference,1,VLSI Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/vts/
itcasia,C,Conference,1,International Test Conference in Asia,IEEE,https://dblp.org/db/conf/itc-asia/index.html
jsac,A,Journal,2,IEEE Journal of Selected Areas in Communications,IEEE,http://dblp.uni-trier.de/db/journals/jsac/
tmc,A,Journal,2,IEEE Transactions on Mobile Computing,IEEE,http://dblp.uni-trier.de/db/journals/tmc/
ton,A,Journal,2,IEEE/ACM Transactions on Networking,IEEE/ACM,http://dblp.uni-trier.de/db/journals/ton/
toit,B,Journal,2,ACM Transactions on Internet Technology,ACM,http://dblp.uni-trier.de/db/journals/toit/
tomccap,B,Journal,2,"ACM Transactions on Multimedia Computing, Communications and Applications",ACM,http://dblp.uni-trier.de/db/journals/tomccap/
tosn,B,Journal,2,ACM Transactions on Sensor Networks,ACM,http://dblp.uni-trier.de/db/journals/tosn/
cn,B,Journal,2,Computer Networks,Elsevier,http://dblp.uni-trier.de/db/journals/cn/
tcom,B,Journal,2,IEEE Transactions on Communications,IEEE,http://dblp.uni-trier.de/db/journals/tcom/
twc,B,Journal,2,IEEE Transactions on Wireless Communications,IEEE,http://dblp.uni-trier.de/db/journals/twc/
adhoc,C,Journal,2,Ad Hoc Networks,Elsevier,http://dblp.uni-trier.de/db/journals/adhoc/
cc,C,Journal,2,Computer Communications,Elsevier,http://dblp.uni-trier.de/db/journals/comcom/
tnsm,C,Journal,2,IEEE Transactions on Network and Service Management,IEEE,http://dblp.uni-trier.de/db/journals/tnsm/
ietcom,C,Journal,2,IET Communications,IET,http://dblp.uni-trier.de/db/journals/iet-com/
jnca,C,Journal,2,Journal of Network and Computer Applications,Elsevier,http://dblp.uni-trier.de/db/journals/jnca/
monet,C,Journal,2,Mobile Networks & Applications,Springer,http://dblp.uni-trier.de/db/journals/monet/
networks,C,Journal,2,Networks,Wiley,http://dblp.uni-trier.de/db/journals/networks/
ppna,C,Journal,2,Peer-to-Peer Networking and Applications,Springer,http://dblp.uni-trier.de/db/journals/ppna/
wcmc,C,Journal,2,Wireless Communications & Mobile Computing,Wiley.,http://dblp.uni-trier.de/db/journals/wicomm/
winet,C,Journal,2,Wireless Networks,Springer,http://dblp.uni-trier.de/db/journals/winet/
iot,C,Journal,2,IEEE Internet of Things Journal,IEEE,https://dblp.org/db/journals/iot/index.html
sigcomm,A,Conference,2,"ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",ACM,http://dblp.uni-trier.de/db/conf/sigcomm/index.html
mobicom,A,Conference,2,ACM International Conference on Mobile Computing and Networking,ACM,http://dblp.uni-trier.de/db/conf/mobicom/
infocom,A,Conference,2,IEEE International Conference on Computer Communications,IEEE,http://dblp.uni-trier.de/db/conf/infocom/
nsdi,A,Conference,2,Symposium on Network System Design and Implementation,USENIX,http://dblp.uni-trier.de/db/conf/nsdi/
sensys,B,Conference,2,ACM Conference on Embedded Networked Sensor Systems,ACM,http://dblp.uni-trier.de/db/conf/sensys/
conext,B,Conference,2,ACM International Conference on Emerging Networking Experiments and Technologies,ACM,http://dblp.uni-trier.de/db/conf/conext/
secon,B,Conference,2,IEEE Communications Society Conference on Sensor and Ad Hoc Communications and Networks,IEEE,http://dblp.uni-trier.de/db/conf/secon/
ipsn,B,Conference,2,International Conference on Information Processing in Sensor Networks,IEEE/ACM,http://dblp.uni-trier.de/db/conf/ipsn/
mobisys,B,Conference,2,"International Conference on Mobile Systems, Applications, and Services",ACM,http://dblp.uni-trier.de/db/conf/mobisys/
icnp,B,Conference,2,International Conference on Network Protocols,IEEE,http://dblp.uni-trier.de/db/conf/icnp/
mobihoc,B,Conference,2,International Symposium on Mobile Ad Hoc Networking and Computing,ACM/IEEE,http://dblp.uni-trier.de/db/conf/mobihoc/
nossdav,B,Conference,2,International Workshop on Network and Operating System Support for Digital Audio and Video,ACM,http://dblp.uni-trier.de/db/conf/nossdav/
iwqos,B,Conference,2,International Workshop on Quality of Service,IEEE,http://dblp.uni-trier.de/db/conf/iwqos/
imc,B,Conference,2,Internet Measurement Conference,ACM/USENIX,http://dblp.uni-trier.de/db/conf/imc/
ancs,C,Conference,2,Architectures for Networking and Communications Systems,ACM/IEEE,http://dblp.uni-trier.de/db/conf/ancs/
apnoms,C,Conference,2,Asia-Pacific Network Operations and Management Symposium,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/apnoms/
forte,C,Conference,2,Formal Techniques for Networked and Distributed Systems,Springer,http://dblp.uni-trier.de/db/conf/forte/
lcn,C,Conference,2,IEEE Conference on Local Computer Networks,IEEE,http://dblp.uni-trier.de/db/conf/lcn/
globecom,C,Conference,2,IEEE Global Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/globecom/
icc,C,Conference,2,IEEE International Conference on Communications,IEEE,http://dblp.uni-trier.de/db/conf/icc/
icccn,C,Conference,2,IEEE International Conference on Computer Communications and Networks,IEEE,http://dblp.uni-trier.de/db/conf/icccn/
mass,C,Conference,2,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,IEEE,http://dblp.uni-trier.de/db/conf/mass/index.html
p2p,C,Conference,2,IEEE International Conference on Peer-to-Peer Computing,IEEE,http://dblp.uni-trier.de/db/conf/p2p/
ipccc,C,Conference,2,IEEE International Performance Computing and Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/ipccc/
wowmom,C,Conference,2,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",IEEE,http://dblp.uni-trier.de/db/conf/wowmom/
iscc,C,Conference,2,IEEE Symposium on Computers and Communications,IEEE,http://dblp.uni-trier.de/db/conf/iscc/
wcnc,C,Conference,2,IEEE Wireless Communications & Networking Conference,IEEE,http://dblp.uni-trier.de/db/conf/wcnc/
networking,C,Conference,2,IFIP International Conferences on Networking,IFIP,http://dblp.uni-trier.de/db/conf/networking/index.html
im,C,Conference,2,IFIP/IEEE International Symposium on Integrated Network Management,IFIP/IEEE,http://dblp.uni-trier.de/db/conf/im/index.html
msn,C,Conference,2,International Conference on Mobile Ad-hoc and Sensor Networks,IEEE,https://dblp.uni-trier.de/db/conf/msn/
mswim,C,Conference,2,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",ACM,http://dblp.uni-trier.de/db/conf/mswim/
wasa,C,Conference,2,"International Conference on Wireless Algorithms, Systems, and Applications",Springer,http://dblp.uni-trier.de/db/conf/wasa/
hotnets,C,Conference,2,The Workshop on Hot Topics in Networks,ACM,http://dblp.uni-trier.de/db/conf/hotnets/
apnet,C,Conference,2,Asia-Pacific Workshop on Networking,ACM,https://dblp.org/db/conf/apnet/index.html
tdsc,A,Journal,3,IEEE Transactions on Dependable and Secure Computing,IEEE,http://dblp.uni-trier.de/db/journals/tdsc/
tifs,A,Journal,3,IEEE Transactions on Information Forensics and Security,IEEE,http://dblp.uni-trier.de/db/journals/tifs/
joc,A,Journal,3,Journal of Cryptology,Springer,http://dblp.uni-trier.de/db/journals/joc/
tops,B,Journal,3,ACM Transactions on Privacy and Security,ACM,https://tops.acm.org/
compsec,B,Journal,3,Computers & Security,Elsevier,http://dblp.uni-trier.de/db/journals/compsec/
dcc,B,Journal,3,"Designs, Codes and Cryptography",Springer,http://dblp.uni-trier.de/db/journals/dcc/
jcs,B,Journal,3,Journal of Computer Security,IOS Press,http://dblp.uni-trier.de/db/journals/jcs/
clsr,C,Journal,3,Computer Law and Security Review,Elsevier,http://www.journals.elsevier.com/computer-law-and-security-review/
ejisec,C,Journal,3,EURASIP Journal on Information Security,Springer,http://dblp.uni-trier.de/db/journals/ejisec/
ietifs,C,Journal,3,IET Information Security,IET,http://dblp.uni-trier.de/db/journals/iet-ifs/
imcs,C,Journal,3,Information Management & Computer Security,Emerald,http://dblp.uni-trier.de/db/journals/imcs/
ijics,C,Journal,3,International Journal of Information and Computer Security,Inderscience,http://dblp.uni-trier.de/db/journals/ijics/
ijisp,C,Journal,3,International Journal of Information Security and Privacy,Idea Group Inc,http://dblp.uni-trier.de/db/journals/ijisp/
jisa,C,Journal,3,Journal of Information Security and Application,Elsevier,https://dblp.uni-trier.de/db/journals/istr/
scn,C,Journal,3,Security and Communication Networks,Wiley,http://dblp.uni-trier.de/db/journals/scn/
cybersecurity,Journal,3,Cybersecurity,Springer,https://dblp.org/db/journals/cybersecurity/index.html
ccs,A,Conference,3,ACM Conference on Computer and Communications Security,ACM,http://dblp.uni-trier.de/db/conf/ccs/
eurocrypt,A,Conference,3,European Cryptology Conference,Springer,http://dblp.uni-trier.de/db/conf/eurocrypt/
sp,A,Conference,3,IEEE Symposium on Security and Privacy,IEEE,http://dblp.uni-trier.de/db/conf/sp/
crypto,A,Conference,3,International Cryptology Conference,Springer,http://dblp.uni-trier.de/db/conf/crypto/
usenixsecurity,A,Conference,3,Usenix Security Symposium,USENIX Association,http://dblp.uni-trier.de/db/conf/uss/
ndss,A,Conference,3,ISOC Network and Distributed System Security Symposium,ISOC,http://dblp.uni-trier.de/db/conf/ndss/
acsac,B,Conference,3,Annual Computer Security Applications Conference,IEEE,http://dblp.uni-trier.de/db/conf/acsac/
asiacrypt,B,Conference,3,Annual International Conference on the Theory and Application of Cryptology and Information Security,Springer,http://dblp.uni-trier.de/db/conf/asiacrypt/
esorics,B,Conference,3,European Symposium on Research in Computer Security,Springer,http://dblp.uni-trier.de/db/conf/esorics/
fse,B,Conference,3,Fast Software Encryption,Springer,http://dblp.uni-trier.de/db/conf/fse/
csfw,B,Conference,3,IEEE Computer Security Foundations Workshop,IEEE,http://dblp.uni-trier.de/db/conf/csfw/
srds,B,Conference,3,IEEE International Symposium on Reliable Distributed Systems,IEEE,http://dblp.uni-trier.de/db/conf/srds/
ches,B,Conference,3,International Conference on Cryptographic Hardware and Embedded Systems,Springer,http://dblp.uni-trier.de/db/conf/ches/
dsn,B,Conference,3,International Conference on Dependable Systems and Networks,IEEE/IFIP,http://dblp.uni-trier.de/db/conf/dsn/
raid,B,Conference,3,International Symposium on Recent Advances in Intrusion Detection,Springer,http://dblp.uni-trier.de/db/conf/raid/
pkc,B,Conference,3,International Workshop on Practice and Theory in Public Key Cryptography,Springer,http://dblp.uni-trier.de/db/conf/pkc/
tcc,B,Conference,3,Theory of Cryptography Conference,Springer,http://dblp.uni-trier.de/db/conf/tcc/
wisec,C,Conference,3,ACM Conference on Security and Privacy in Wireless and Mobile Networks,ACM,http://dblp.uni-trier.de/db/conf/wisec/
sacmat,C,Conference,3,ACM Symposium on Access Control Models and Technologies,ACM,http://dblp.uni-trier.de/db/conf/sacmat/
drm,C,Conference,3,ACM Workshop on Digital Rights Management,ACM,http://dblp.uni-trier.de/db/conf/drm/
ihmmsec,C,Conference,3,ACM Workshop on Information Hiding and Multimedia Security,ACM,http://dblp.uni-trier.de/db/conf/ih/
acns,C,Conference,3,Applied Cryptography and Network Security,Springer,http://dblp.uni-trier.de/db/conf/acns/
asiacss,C,Conference,3,Asia Conference on Computer and Communications Security,ACM,http://dblp.uni-trier.de/db/conf/ccs/
acisp,C,Conference,3,Australasia Conference on Information Security and Privacy,Springer,http://dblp.uni-trier.de/db/conf/acisp/
ctrsa,C,Conference,3,Cryptographer's Track at RSA Conference,Springer,http://dblp.uni-trier.de/db/conf/ctrsa/
dimva,C,Conference,3,Detection of Intrusions and Malware & Vulnerability Assessment,,http://dblp.uni-trier.de/db/conf/dimva/
dfrws,C,Conference,3,Digital Forensic Research Workshop,Elsevier,http://dblp.uni-trier.de/db/conf/dfrws/
fc,C,Conference,3,Financial Cryptography and Data Security,Springer,http://dblp.uni-trier.de/db/conf/fc/
trustcom,C,Conference,3,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",IEEE,http://dblp.uni-trier.de/db/conf/trustcom/
sec,C,Conference,3,IFIP International Information Security Conference,Springer,http://dblp.uni-trier.de/db/conf/sec/
ifipwg,C,Conference,3,IFIP WG 11.9 International Conference on Digital Forensics,Springer,*http://www.ifip119.org/Conferences/
isc,C,Conference,3,Information Security Conference,Springer,http://dblp.uni-trier.de/db/conf/isw/
icdf2c,C,Conference,3,International Conference on Digital Forensics & Cyber Crime,Springer,http://dblp.uni-trier.de/db/conf/icdf2c/
icics,C,Conference,3,International Conference on Information and Communications Security,Springer,http://dblp.uni-trier.de/db/conf/icics/
securecomm,C,Conference,3,International Conference on Security and Privacy in Communication Networks,ACM,http://dblp.uni-trier.de/db/conf/securecomm/
nspw,C,Conference,3,New Security Paradigms Workshop,ACM,http://dblp.uni-trier.de/db/conf/nspw/
pam,C,Conference,3,Passive and Active Measurement Conference,Springer,http://dblp.uni-trier.de/db/conf/pam/
pet,C,Conference,3,Privacy Enhancing Technologies Symposium,Springer,http://dblp.uni-trier.de/db/conf/pet/
sac,C,Conference,3,Selected Areas in Cryptography,Springer,http://dblp.uni-trier.de/db/conf/sacrypt/
soups,C,Conference,3,Symposium On Usable Privacy and Security,USENIX,http://dblp.uni-trier.de/db/conf/soups/
hotsec,C,Conference,3,USENIX Workshop on Hot Topics in Security,USENIX,http://www.usenix.org/events/
eurosp,C,Conference,3,IEEE European Symposium on Security and Privacy,IEEE,https://dblp.org/db/conf/eurosp/index.html
inscrypt,C,Conference,3,International Conference on Information Security and Cryptology,Springer,https://dblp.org/db/conf/cisc/index.html
toplas,A,Journal,4,ACM Transactions on Programming Languages & Systems,ACM,http://dblp.uni-trier.de/db/journals/toplas/
tosem,A,Journal,4,ACM Transactions on Software Engineering and Methodology,ACM,http://dblp.uni-trier.de/db/journals/tosem/
tse,A,Journal,4,IEEE Transactions on Software Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tse/
tsc,A,Journal,4,IEEE Transactions on Service Computing,IEEE,http://dblp.uni-trier.de/db/journals/tsc/
ase,B,Journal,4,Automated Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ase/
ese,B,Journal,4,Empirical Software Engineering,Springer,http://dblp.uni-trier.de/db/journals/ese/
iets,B,Journal,4,IET Software,IET,https://dblp.uni-trier.de/db/journals/iet-sen/
istr,B,Journal,4,Information and Software Technology,Elsevier,http://dblp.uni-trier.de/db/journals/infsof/index.html
jfp,B,Journal,4,Journal of Functional Programming,Cambridge University Press,http://dblp.uni-trier.de/db/journals/jfp/
smr,B,Journal,4,Journal of Software: Evolution and Process,Wiley,http://dblp.uni-trier.de/db/journals/smr/
